,RawData_file,First3,Breedcode,Chip,Region,Country,Name
101182790,genos_101.txt,101,101,55k,GB,England,x
101182810,genos_101.txt,101,101,55k,GB,England,x
101182820,genos_101.txt,101,101,55k,GB,England,x
101182830,genos_101.txt,101,101,55k,GB,England,x
101182840,genos_101.txt,101,101,55k,GB,England,x
101182850,genos_101.txt,101,101,55k,GB,England,x
101182860,genos_101.txt,101,101,55k,GB,England,x
101182870,genos_101.txt,101,101,55k,GB,England,x
101182880,genos_101.txt,101,101,55k,GB,England,x
101182900,genos_101.txt,101,101,55k,GB,England,x
101183280,genos_101.txt,101,101,55k,GB,England,x
101183290,genos_101.txt,101,101,55k,GB,England,x
101183300,genos_101.txt,101,101,55k,GB,England,x
101183310,genos_101.txt,101,101,55k,GB,England,x
101183320,genos_101.txt,101,101,55k,GB,England,x
101208370,genos_101.txt,101,101,55k,GB,England,x
101208400,genos_101.txt,101,101,55k,GB,England,x
101208420,genos_101.txt,101,101,55k,GB,England,x
101208430,genos_101.txt,101,101,55k,GB,England,x
101208440,genos_101.txt,101,101,55k,GB,England,x
101208450,genos_101.txt,101,101,55k,GB,England,x
101208460,genos_101.txt,101,101,55k,GB,England,x
101208470,genos_101.txt,101,101,55k,GB,England,x
101208480,genos_101.txt,101,101,55k,GB,England,x
101208490,genos_101.txt,101,101,55k,GB,England,x
101208510,genos_101.txt,101,101,55k,GB,England,x
101208520,genos_101.txt,101,101,55k,GB,England,x
101208530,genos_101.txt,101,101,55k,GB,England,x
101208550,genos_101.txt,101,101,55k,GB,England,x
101208560,genos_101.txt,101,101,55k,GB,England,x
101208570,genos_101.txt,101,101,55k,GB,England,x
101208580,genos_101.txt,101,101,55k,GB,England,x
101208590,genos_101.txt,101,101,55k,GB,England,x
101208600,genos_101.txt,101,101,55k,GB,England,x
101209020,genos_101.txt,101,101,55k,GB,England,x
101209030,genos_101.txt,101,101,55k,GB,England,x
101209040,genos_101.txt,101,101,55k,GB,England,x
101209090,genos_101.txt,101,101,55k,GB,England,x
101209100,genos_101.txt,101,101,55k,GB,England,x
101209160,genos_101.txt,101,101,55k,GB,England,x
101209170,genos_101.txt,101,101,55k,GB,England,x
101209190,genos_101.txt,101,101,55k,GB,England,x
101209200,genos_101.txt,101,101,55k,GB,England,x
101209210,genos_101.txt,101,101,55k,GB,England,x
101209230,genos_101.txt,101,101,55k,GB,England,x
101209240,genos_101.txt,101,101,55k,GB,England,x
101209280,genos_101.txt,101,101,55k,GB,England,x
101293770,genos_101.txt,101,101,55k,GB,England,x
101293850,genos_101.txt,101,101,55k,GB,England,x
101294020,genos_101.txt,101,101,55k,GB,England,x
101294130,genos_101.txt,101,101,55k,GB,England,x
101335789,genos_101.txt,101,101,55k,GB,England,x
101335799,genos_101.txt,101,101,55k,GB,England,x
101335809,genos_101.txt,101,101,55k,GB,England,x
101335819,genos_101.txt,101,101,55k,GB,England,x
101335829,genos_101.txt,101,101,55k,GB,England,x
101335839,genos_101.txt,101,101,55k,GB,England,x
101335849,genos_101.txt,101,101,55k,GB,England,x
101335879,genos_101.txt,101,101,55k,GB,England,x
101335909,genos_101.txt,101,101,55k,GB,England,x
101335919,genos_101.txt,101,101,55k,GB,England,x
101335929,genos_101.txt,101,101,55k,GB,England,x
101335939,genos_101.txt,101,101,55k,GB,England,x
101335999,genos_101.txt,101,101,55k,GB,England,x
101336009,genos_101.txt,101,101,55k,GB,England,x
101336029,genos_101.txt,101,101,55k,GB,England,x
101336039,genos_101.txt,101,101,55k,GB,England,x
101336049,genos_101.txt,101,101,55k,GB,England,x
101336059,genos_101.txt,101,101,55k,GB,England,x
101336069,genos_101.txt,101,101,55k,GB,England,x
101336079,genos_101.txt,101,101,55k,GB,England,x
101336089,genos_101.txt,101,101,55k,GB,England,x
101336099,genos_101.txt,101,101,55k,GB,England,x
102073800,genos_102.txt,102,102,55k,S.Eur,France,x
102073871,genos_102.txt,102,102,55k,S.Eur,France,x
102073931,genos_102.txt,102,102,55k,S.Eur,France,x
102074140,genos_102.txt,102,102,55k,S.Eur,France,x
102074171,genos_102.txt,102,102,55k,S.Eur,France,x
102074181,genos_102.txt,102,102,55k,S.Eur,France,x
102074261,genos_102.txt,102,102,55k,S.Eur,France,x
102074270,genos_102.txt,102,102,55k,S.Eur,France,x
102074360,genos_102.txt,102,102,55k,S.Eur,France,x
102074401,genos_102.txt,102,102,55k,S.Eur,France,x
102074420,genos_102.txt,102,102,55k,S.Eur,France,x
102077121,genos_102.txt,102,102,55k,S.Eur,France,x
102085060,genos_102.txt,102,102,55k,S.Eur,France,x
102085100,genos_102.txt,102,102,55k,S.Eur,France,x
102085740,genos_102.txt,102,102,55k,S.Eur,France,x
102085810,genos_102.txt,102,102,55k,S.Eur,France,x
102085890,genos_102.txt,102,102,55k,S.Eur,France,x
102085910,genos_102.txt,102,102,55k,S.Eur,France,x
102085990,genos_102.txt,102,102,55k,S.Eur,France,x
102086360,genos_102.txt,102,102,55k,S.Eur,France,x
102086700,genos_102.txt,102,102,55k,S.Eur,France,x
102086750,genos_102.txt,102,102,55k,S.Eur,France,x
102087080,genos_102.txt,102,102,55k,S.Eur,France,x
102087240,genos_102.txt,102,102,55k,S.Eur,France,x
102087350,genos_102.txt,102,102,55k,S.Eur,France,x
102087360,genos_102.txt,102,102,55k,S.Eur,France,x
102087400,genos_102.txt,102,102,55k,S.Eur,France,x
102087650,genos_102.txt,102,102,55k,S.Eur,France,x
102087860,genos_102.txt,102,102,55k,S.Eur,France,x
102087890,genos_102.txt,102,102,55k,S.Eur,France,x
102088040,genos_102.txt,102,102,55k,S.Eur,France,x
102088120,genos_102.txt,102,102,55k,S.Eur,France,x
102088130,genos_102.txt,102,102,55k,S.Eur,France,x
102088140,genos_102.txt,102,102,55k,S.Eur,France,x
102098000,genos_102.txt,102,102,55k,S.Eur,France,x
102100770,genos_102.txt,102,102,55k,S.Eur,France,x
102101870,genos_102.txt,102,102,55k,S.Eur,France,x
102101930,genos_102.txt,102,102,55k,S.Eur,France,x
102103950,genos_102.txt,102,102,55k,S.Eur,France,x
102104630,genos_102.txt,102,102,55k,S.Eur,France,x
102105550,genos_102.txt,102,102,55k,S.Eur,France,x
102106120,genos_102.txt,102,102,55k,S.Eur,France,x
102106240,genos_102.txt,102,102,55k,S.Eur,France,x
102106490,genos_102.txt,102,102,55k,S.Eur,France,x
102106520,genos_102.txt,102,102,55k,S.Eur,France,x
102108040,genos_102.txt,102,102,55k,S.Eur,France,x
102108320,genos_102.txt,102,102,55k,S.Eur,France,x
102108520,genos_102.txt,102,102,55k,S.Eur,France,x
102110350,genos_102.txt,102,102,55k,S.Eur,France,x
102111410,genos_102.txt,102,102,55k,S.Eur,France,x
102112510,genos_102.txt,102,102,55k,S.Eur,France,x
102114010,genos_102.txt,102,102,55k,S.Eur,France,x
102114070,genos_102.txt,102,102,55k,S.Eur,France,x
102114110,genos_102.txt,102,102,55k,S.Eur,France,x
102115740,genos_102.txt,102,102,55k,S.Eur,France,x
102115800,genos_102.txt,102,102,55k,S.Eur,France,x
102127780,genos_102.txt,102,102,55k,S.Eur,France,x
102128501,genos_102.txt,102,102,55k,S.Eur,France,x
102132710,genos_102.txt,102,102,55k,S.Eur,France,x
102132780,genos_102.txt,102,102,55k,S.Eur,France,x
102132800,genos_102.txt,102,102,55k,S.Eur,France,x
102132810,genos_102.txt,102,102,55k,S.Eur,France,x
102132820,genos_102.txt,102,102,55k,S.Eur,France,x
102132830,genos_102.txt,102,102,55k,S.Eur,France,x
102133740,genos_102.txt,102,102,55k,S.Eur,France,x
102134110,genos_102.txt,102,102,55k,S.Eur,France,x
102134730,genos_102.txt,102,102,55k,S.Eur,France,x
102135670,genos_102.txt,102,102,55k,S.Eur,France,x
102136740,genos_102.txt,102,102,55k,S.Eur,France,x
102139290,genos_102.txt,102,102,55k,S.Eur,France,x
102140080,genos_102.txt,102,102,55k,S.Eur,France,x
102140240,genos_102.txt,102,102,55k,S.Eur,France,x
102140570,genos_102.txt,102,102,55k,S.Eur,France,x
102140940,genos_102.txt,102,102,55k,S.Eur,France,x
102141260,genos_102.txt,102,102,55k,S.Eur,France,x
102141370,genos_102.txt,102,102,55k,S.Eur,France,x
102141420,genos_102.txt,102,102,55k,S.Eur,France,x
102141640,genos_102.txt,102,102,55k,S.Eur,France,x
102141900,genos_102.txt,102,102,55k,S.Eur,France,x
102142040,genos_102.txt,102,102,55k,S.Eur,France,x
102142200,genos_102.txt,102,102,55k,S.Eur,France,x
102142210,genos_102.txt,102,102,55k,S.Eur,France,x
102142630,genos_102.txt,102,102,55k,S.Eur,France,x
102142650,genos_102.txt,102,102,55k,S.Eur,France,x
102143360,genos_102.txt,102,102,55k,S.Eur,France,x
102143800,genos_102.txt,102,102,55k,S.Eur,France,x
102143840,genos_102.txt,102,102,55k,S.Eur,France,x
102143870,genos_102.txt,102,102,55k,S.Eur,France,x
102143890,genos_102.txt,102,102,55k,S.Eur,France,x
102143930,genos_102.txt,102,102,55k,S.Eur,France,x
102144040,genos_102.txt,102,102,55k,S.Eur,France,x
102144180,genos_102.txt,102,102,55k,S.Eur,France,x
102144650,genos_102.txt,102,102,55k,S.Eur,France,x
102144730,genos_102.txt,102,102,55k,S.Eur,France,x
102144750,genos_102.txt,102,102,55k,S.Eur,France,x
102145620,genos_102.txt,102,102,55k,S.Eur,France,x
102183340,genos_102.txt,102,102,55k,S.Eur,France,x
102183360,genos_102.txt,102,102,55k,S.Eur,France,x
102183390,genos_102.txt,102,102,55k,S.Eur,France,x
102183460,genos_102.txt,102,102,55k,S.Eur,France,x
103183240,genos_103.txt,103,103,55k,S.Eur,France,x
103183250,genos_103.txt,103,103,55k,S.Eur,France,x
103183260,genos_103.txt,103,103,55k,S.Eur,France,x
103183270,genos_103.txt,103,103,55k,S.Eur,France,x
103208090,genos_103.txt,103,103,55k,S.Eur,France,x
103208100,genos_103.txt,103,103,55k,S.Eur,France,x
103208110,genos_103.txt,103,103,55k,S.Eur,France,x
103208120,genos_103.txt,103,103,55k,S.Eur,France,x
103208130,genos_103.txt,103,103,55k,S.Eur,France,x
103208140,genos_103.txt,103,103,55k,S.Eur,France,x
103208150,genos_103.txt,103,103,55k,S.Eur,France,x
103208160,genos_103.txt,103,103,55k,S.Eur,France,x
103208170,genos_103.txt,103,103,55k,S.Eur,France,x
103208180,genos_103.txt,103,103,55k,S.Eur,France,x
103208190,genos_103.txt,103,103,55k,S.Eur,France,x
103208200,genos_103.txt,103,103,55k,S.Eur,France,x
103208210,genos_103.txt,103,103,55k,S.Eur,France,x
103208220,genos_103.txt,103,103,55k,S.Eur,France,x
103208230,genos_103.txt,103,103,55k,S.Eur,France,x
103208240,genos_103.txt,103,103,55k,S.Eur,France,x
103208250,genos_103.txt,103,103,55k,S.Eur,France,x
103208260,genos_103.txt,103,103,55k,S.Eur,France,x
103208270,genos_103.txt,103,103,55k,S.Eur,France,x
103208280,genos_103.txt,103,103,55k,S.Eur,France,x
103208290,genos_103.txt,103,103,55k,S.Eur,France,x
103209010,genos_103.txt,103,103,55k,S.Eur,France,x
103209110,genos_103.txt,103,103,55k,S.Eur,France,x
103209120,genos_103.txt,103,103,55k,S.Eur,France,x
103209130,genos_103.txt,103,103,55k,S.Eur,France,x
103335009,genos_103.txt,103,103,55k,S.Eur,France,x
103335019,genos_103.txt,103,103,55k,S.Eur,France,x
103335029,genos_103.txt,103,103,55k,S.Eur,France,x
103335039,genos_103.txt,103,103,55k,S.Eur,France,x
103335049,genos_103.txt,103,103,55k,S.Eur,France,x
103335059,genos_103.txt,103,103,55k,S.Eur,France,x
103335069,genos_103.txt,103,103,55k,S.Eur,France,x
103335079,genos_103.txt,103,103,55k,S.Eur,France,x
103335089,genos_103.txt,103,103,55k,S.Eur,France,x
103335099,genos_103.txt,103,103,55k,S.Eur,France,x
103335109,genos_103.txt,103,103,55k,S.Eur,France,x
103335119,genos_103.txt,103,103,55k,S.Eur,France,x
103335129,genos_103.txt,103,103,55k,S.Eur,France,x
103335139,genos_103.txt,103,103,55k,S.Eur,France,x
103335149,genos_103.txt,103,103,55k,S.Eur,France,x
103335159,genos_103.txt,103,103,55k,S.Eur,France,x
103335169,genos_103.txt,103,103,55k,S.Eur,France,x
103335179,genos_103.txt,103,103,55k,S.Eur,France,x
103335189,genos_103.txt,103,103,55k,S.Eur,France,x
103335199,genos_103.txt,103,103,55k,S.Eur,France,x
103335209,genos_103.txt,103,103,55k,S.Eur,France,x
103335219,genos_103.txt,103,103,55k,S.Eur,France,x
103335229,genos_103.txt,103,103,55k,S.Eur,France,x
103335239,genos_103.txt,103,103,55k,S.Eur,France,x
103335249,genos_103.txt,103,103,55k,S.Eur,France,x
103335259,genos_103.txt,103,103,55k,S.Eur,France,x
104088430,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104088450,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104088460,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104088470,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104088480,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104088490,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104088500,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104088510,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104088520,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104173550,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183650,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183660,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183670,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183680,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183690,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183700,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183710,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183720,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183730,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183740,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183750,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183760,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183770,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183780,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183790,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183800,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183810,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104183820,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208610,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208620,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208630,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208640,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208650,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208660,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208670,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208680,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208690,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208700,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208710,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208720,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208730,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208740,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208750,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208760,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208770,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208780,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208790,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208800,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208810,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208820,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208830,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208840,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208850,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208860,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208870,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208880,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208890,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208900,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208910,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208920,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208930,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208940,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208950,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208960,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208970,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104208980,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104209050,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104209060,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104209070,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328090,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328100,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328110,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328120,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328130,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328140,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328150,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328160,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328170,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328180,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328190,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104328200,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104339119,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104339129,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
104339139,genos_104.txt,104,104,55k,N.Eur,Switzerland,x
105206270,genos_105.txt,105,105,55k,Asia,Japan,x
105206280,genos_105.txt,105,105,55k,Asia,Japan,x
105206290,genos_105.txt,105,105,55k,Asia,Japan,x
105206300,genos_105.txt,105,105,55k,Asia,Japan,x
105206310,genos_105.txt,105,105,55k,Asia,Japan,x
105206340,genos_105.txt,105,105,55k,Asia,Japan,x
105206360,genos_105.txt,105,105,55k,Asia,Japan,x
105206370,genos_105.txt,105,105,55k,Asia,Japan,x
105206380,genos_105.txt,105,105,55k,Asia,Japan,x
105206410,genos_105.txt,105,105,55k,Asia,Japan,x
106206790,genos_106.txt,106,106,55k,Asia,Korea,x
106206980,genos_106.txt,106,106,55k,Asia,Korea,x
106207000,genos_106.txt,106,106,55k,Asia,Korea,x
106207020,genos_106.txt,106,106,55k,Asia,Korea,x
106207160,genos_106.txt,106,106,55k,Asia,Korea,x
106207200,genos_106.txt,106,106,55k,Asia,Korea,x
106207220,genos_106.txt,106,106,55k,Asia,Korea,x
107275070,genos_107.txt,107,107,55k,N.Eur,Belgium,x
107275080,genos_107.txt,107,107,55k,N.Eur,Belgium,x
107275090,genos_107.txt,107,107,55k,N.Eur,Belgium,x
107275510,genos_107.txt,107,107,55k,N.Eur,Belgium,x
109275100,genos_109.txt,109,109,55k,S.Eur,France,x
109275110,genos_109.txt,109,109,55k,S.Eur,France,x
109275120,genos_109.txt,109,109,55k,S.Eur,France,x
109275130,genos_109.txt,109,109,55k,S.Eur,France,x
109275520,genos_109.txt,109,109,55k,S.Eur,France,x
110275600,genos_110.txt,110,110,55k,S.Eur,Italy,x
110275620,genos_110.txt,110,110,55k,S.Eur,Italy,x
110275630,genos_110.txt,110,110,55k,S.Eur,Italy,x
110328660,genos_110.txt,110,110,55k,S.Eur,Italy,x
110328670,genos_110.txt,110,110,55k,S.Eur,Italy,x
110328680,genos_110.txt,110,110,55k,S.Eur,Italy,x
110328690,genos_110.txt,110,110,55k,S.Eur,Italy,x
110328700,genos_110.txt,110,110,55k,S.Eur,Italy,x
111275530,genos_111.txt,111,111,55k,CORR,Mexico,x
111329110,genos_111.txt,111,111,55k,CORR,Mexico,x
111329120,genos_111.txt,111,111,55k,CORR,Mexico,x
111329130,genos_111.txt,111,111,55k,CORR,Mexico,x
111329140,genos_111.txt,111,111,55k,CORR,Mexico,x
112275540,genos_112.txt,112,112,55k,N.Eur,Germany,x
112275640,genos_112.txt,112,112,55k,N.Eur,Germany,x
112275650,genos_112.txt,112,112,55k,N.Eur,Germany,x
112275660,genos_112.txt,112,112,55k,N.Eur,Germany,x
112329320,genos_112.txt,112,112,55k,N.Eur,Germany,x
112335309,genos_112.txt,112,112,55k,N.Eur,Germany,x
112335319,genos_112.txt,112,112,55k,N.Eur,Germany,x
112335329,genos_112.txt,112,112,55k,N.Eur,Germany,x
113275760,genos_113.txt,113,113,55k,S.Eur,France,x
